"";"X";"Data.mostreig";"darrers_14";"darrers_7";"set_i_set";"mitjana_7";"N1.Concentracio.final";"Cabal.influent.últimes.24h.calculat";"Laboratori";"EDAR";"load_N1";"log_14";"log_7";"log_7_7";"log_mean_7";"log_N1";"sim_median_1_5";"sim_median_2_4";"sim_median_3_3";"sim_median_4_2";"sim_median_5_1"
"346";346;"2020-09-28";18;4;20;0,57;1042,78;6009;"UB_Girones";"DRIP";6266065020;1,25527250510331;0,602059991327962;1,30102999566398;-0,244125144327509;9,79699489703798;27541,222953552;3281,65342044071;370,722923653075;42,6282881414388;5,07881683202953
"347";347;"2020-09-28";58;48;103;6,86;295031,89;11303;"Virus Entèrics-UB";"DBAY";3334745452670;1,76342799356294;1,68124123737559;2,01283722470517;0,836324115706752;12,5230626890112;14613134,1974827;1759946,57858562;198408,581164914;22530,5233207018;2701,74660437715
"348";348;"2020-09-28";738;377;738;53,86;2842585,44;43569;"Virus Entèrics-UB";"DGIR";123848605035360;2,86805636182304;2,57634135020579;2,86805636182304;1,73126634907549;14,092891119288;540754823,621251;64488446,1107744;7400349,52984447;832560,630142847;100480,209162962
"349";349;"2020-09-28";267;145;326;20,71;164062,68;22782;"Virus Entèrics-UB";"DGRA";3737675975760;2,42651126136458;2,16136800223497;2,51321760006794;1,31618009889345;12,5726016490923;16308933,2828517;1949865,81901422;221843,765079142;25169,5391472952;3013,85166346374
"350";350;"2020-09-28";457;224;571;32;192872,03;49198;"Virus Entèrics-UB";"DMIR";9488918131940;2,65991620006985;2,35024801833416;2,75663610824585;1,50514997831991;12,9772166996652;41405586,0256496;4967962,35121657;562895,027628976;63990,9960114146;7711,65163926568
"351";351;"2020-09-28";290;144;285;20,57;136198,3;28270;"Virus Entèrics-UB";"DLLL";3850325941000;2,46239799789896;2,15836249209525;2,45484486000851;1,31323429169472;12,5854974953231;16779249,8191182;2014895,72857172;229575,341959646;25976,9568909015;3134,98782876615
"352";352;"2020-09-28";38;13;54;1,86;6266,59;12398;"Virus Entèrics-UB";"DVEN";77693182820;1,57978359661681;1,11394335230684;1,73239375982297;0,269512944217916;10,8903829133499;339557,43118048;40621,39139923;4619,91054012535;528,610609981172;63,4512848840408
"353";353;"2020-09-28";72;31;49;4,43;17003,7;15316;"Virus Entèrics-UB";"DVDP";260428669200;1,85733249643127;1,49136169383427;1,69019608002851;0,64640372622307;11,4156887916857;1140833,23636592;135392,392539903;15491,3411271144;1756,71841667905;211,480895673668
"354";354;"2020-09-28";2563;1185;2709;169,29;324454,15;216423;"Virus Entèrics-UB";"DPDL";70219340505450;3,40874860618424;3,07371835034612;3,43280900503317;2,2286313049897;13,8464567462887;307670400,817508;36622247,1318792;4169022,83998059;475305,727145314;57493,3124475729
"355";355;"2020-09-28";64;41;75;5,86;644676,78;4779,59;"Virus Entèrics-UB";"DBER";3081290690920,2;1,80617997398389;1,61278385671974;1,8750612633917;0,767897616018091;12,4887326718669;13487679,7979709;1613721,99416372;183685,866693146;20874,1086863245;2496,14253414782
"356";356;"2020-09-28";396;203;453;29;965106,71;21164;"Virus Entèrics-UB";"DRUB";20425518410440;2,59769518592551;2,30749603791321;2,65609820201283;1,46239799789896;13,3101730879676;89304424,5058973;10726252,5496681;1220427,92395683;138911,529359028;16508,0922761565
"357";357;"2020-09-28";137;34;76;4,86;1163021,66;7219;"Virus Entèrics-UB";"DPUI";8395853363540;2,13672056715641;1,53147891704226;1,88081359228079;0,686636269262293;12,9240648448744;36789365,3010349;4388852,71666612;500423,007625629;56653,5238710714;6805,46410145125
"358";358;"2020-09-28";38;19;64;2,71;63024,23;15541;"Virus Entèrics-UB";"DABR";979459558430;1,57978359661681;1,27875360095283;1,80617997398389;0,432969290874406;11,9909865088215;4269170,93148866;512143,142867612;58523,7244871647;6615,98757994608;793,81619943273
"359";359;"2020-09-28";52;34;67;4,86;115360,68;7522;"Virus Entèrics-UB";"DMRT";867743034960;1,7160033436348;1,53147891704226;1,82607480270083;0,686636269262293;11,9383911364425;3797387,43818111;455473,634714857;51703,1521570408;5867,52527540563;704,109895223398
"360";360;"2020-09-28";641;292;659;41,71;292561,65;23839;"Virus Entèrics-UB";"DSRS";6974377174350;2,80685802951882;2,46538285144842;2,81888541459401;1,62024018984583;12,8435054303227;30608385,0628295;3658449,44394095;415765,997420819;47187,3452791622;5655,98471713811
"361";361;"2020-09-28";98;50;76;7,14;19456,03;6104;"EURECAT";"DBAL";118759607120;1,99122607569249;1,69897000433602;1,88081359228079;0,853698211776174;11,0746687521953;521089,867356802;62388,5248321589;7050,19330222636;804,209565856038;96,3161329376513
"362";362;"2020-09-28";18;17;37;2,43;1461,77;1494;"EURECAT";"DBBL";2183884380;1,25527250510331;1,23044892137827;1,56820172406699;0,385606273598312;9,33922964206513;9520,93491440091;1146,19148616209;129,959384698992;14,8184114620237;1,77177809335964
"363";363;"2020-09-28";21;7;17;1;48658,14;6844;"EURECAT";"DVIE";333016310160;1,32221929473392;0,845098040014257;1,23044892137827;0;11,5224655044944;1462294,391092;174687,267051995;19816,432352088;2257,79700809281;269,05407284997
"364";364;"2020-09-28";216;123;272;17,57;4862,26;59994;"EURECAT";"DLLE";291706426440;2,33445375115093;2,0899051114394;2,4345689040342;1,24477176149529;11,4649459969541;1277872,22716833;152639,363794323;17408,3770228294;1990,28330904977;235,942008603338
"365";365;"2020-09-28";35;18;27;2,57;8762,7;1605,01;"EURECAT";"DMLN";14064221127;1,54406804435028;1,25527250510331;1,43136376415899;0,409933123331295;10,1481156860489;61361,0161276375;7342,42962615887;832,142004983576;95,4562144585078;11,4318341076814
"366";366;"2020-09-28";26;24;70;3,43;14840,1;1850;"EURECAT";"DCER";27454185000;1,41497334797082;1,38021124171161;1,84509804001426;0,535294120042771;10,4386085558488;120209,810683402;14398,3242544982;1639,97383118611;186,313096367423;22,2760363004439
"367";367;"2020-09-28";269;144;307;20,57;3837,88;15450;"EURECAT";"DRUS";59295246000;2,42975228000241;2,15836249209525;2,48713837547719;1,31323429169472;10,7730198751732;258385,853153572;30933,5875537325;3503,2611875537;399,339180308543;48,271830948194
"368";368;"2020-09-28";29;9;13;1,29;3842,46;2202;"EURECAT";"DSOL";8461096920;1,46239799789896;0,954242509439325;1,11394335230684;0,110589710299249;9,92742666982646;37079,8316921871;4407,85014830043;503,769534917469;57,2355437080132;6,86040754364809
"369";369;"2020-09-28";205;163;302;23,29;11584,35;5818;"EURECAT";"DTOT";67397748300;2,31175386105575;2,21218760440396;2,48000694295715;1,36716948853468;10,8286453873778;293284,342870614;35200,0803920112;4015,45603500941;457,29114670877;54,5746362562505
"370";370;"2020-09-28";109;50;98;7,14;4982,68;22047,6;"EURECAT";"DVLC";109856135568;2,03742649794062;1,69897000433602;1,99122607569249;0,853698211776174;11,0408243176872;478367,586821228;57522,8750198531;6519,54772533774;742,82869414356;89,0143426676987
"371";371;"2020-09-28";0;0;0;0;1194,57;286;"EURECAT";"DSOR";341647020;0;0;0;0;8,53357763696211;1494,69435688669;179,295271806544;20,3350322047438;2,30569516645129;0,27724827406185
"372";372;"2020-09-28";261;115;290;16,43;2801,73;22996;"EURECAT";"DTAR";64428583080;2,41664050733828;2,06069784035361;2,46239799789896;1,21563756343506;10,8090785804026;281623,289325806;33675,784925175;3858,99165453252;434,160591571854;52,340807608071
"373";373;"2020-10-05";198;77;222;11;24374,7;5508;"UB_Girones";"DMAN";134255847600;2,29666519026153;1,88649072517248;2,34635297445064;1,04139268515823;11,1279332107597;587170,339145142;70525,1514705848;8018,0445001918;904,079680108403;109,014429135556
"374";374;"2020-10-05";149;67;219;9,57;147226,04;21750;"UB_Girones";"DMAS";3202166370000;2,17318626841227;1,82607480270083;2,34044411484012;0,980911937776844;12,5054438921354;13977364,9992302;1683772,12218072;191343,402103961;21643,9731949245;2590,62165686071
"375";375;"2020-10-05";547;280;665;40;8654,4;42000;"UB_Girones";"DGVC";363484800000;2,73798732633343;2,44715803134222;2,8228216453031;1,60205999132796;11,5604862544959;1588514,034986;191493,00794051;21668,6352438305;2445,59803538378;294,226068533605
"376";376;"2020-10-05";677;398;1028;56,86;4618,48;49521;"UB_Girones";"DSFL";228711748080;2,83058866868514;2,59988307207369;3,01199311465926;1,75480685535442;11,3592884732874;1000600,00622933;120131,959055334;13663,3494944206;1558,76861984715;185,142423714621
"377";377;"2020-10-05";122;83;166;11,86;12922,58;14672;"UB_Girones";"DVLG";189600093760;2,08635983067475;1,91907809237607;2,22010808804005;1,07408468902824;11,277838547767;830422,116503065;99059,0950279334;11259,7221125921;1278,04398836009;153,677326841008
"378";378;"2020-10-05";392;204;626;29,14;22661,92;25400;"UB_Girones";"DMAT";575612768000;2,59328606702046;2,3096301674259;2,79657433321043;1,46448954743397;11,7601304187087;2507941,55573964;299402,054784178;34177,5218677209;3908,55544020294;466,449005212265
"379";379;"2020-10-05";304;175;454;25;22841,69;23482;"UB_Girones";"DVIC";536368564580;2,48287358360875;2,24303804868629;2,6570558528571;1,39794000867204;11,7294633168501;2339785,99803687;281065,599624728;32231,363587631;3638,1323700771;436,26191008859
"380";380;"2020-10-05";1048;621;1375;88,71;17193,57;41920,7;"UB_Girones";"DTRS";720766489899;3,02036128264771;2,79309160017658;3,13830269816628;1,94797257924578;11,8577945870855;3160866,96510245;379691,156026734;42800,1195072503;4875,60072818595;584,395569338895
"381";381;"2020-10-05";96;44;125;6,29;2276,59;13964;"UB_Girones";"DPAM";31790302760;1,98227123303957;1,64345267648619;2,09691001300806;0,798650645445269;10,502294664007;138805,928629334;16620,4269215045;1905,15414185384;216,610353239916;25,7418957971099
"382";382;"2020-10-05";77;47;125;6,71;23346,07;15451;"UB_Girones";"DOLO";360720127570;1,88649072517248;1,67209785793572;2,09691001300806;0,826722520168992;11,5571703758884;1577526,0830926;188926,07118172;21389,1400662196;2435,19582164204;292,758186100428
"383";383;"2020-10-05";59;25;84;3,57;4946,79;7950;"UB_Girones";"DBLN";39326980500;1,77085201164214;1,39794000867204;1,92427928606188;0,552668216112193;10,5946906028418;172542,983951197;20656,6604520553;2341,35580736096;265,635771663177;31,9653573958297
"384";384;"2020-10-05";20;16;45;2,29;3587,45;6870;"UB_Girones";"DRIP";24645781500;1,30102999566398;1,20411998265592;1,65321251377534;0,359835482339888;10,3917425938747;107828,897613326;12838,8166608738;1463,18211434665;167,287115596994;20,0514069500605
"385";385;"2020-09-28";3637;1599;3709;228,43;16664,58;389023;"UB_Girones";"DBSS";6482904905340;3,56074330105471;3,20384846374623;3,56925683332861;2,35875313976152;12,8117696511897;28512474,8742163;3412342,78351754;386701,168813735;43950,577103921;5241,2046746238
"386";386;"2020-10-05";3709;2110;5456;301,43;21487,97;359795;"UB_Girones";"DBSS";7731264166150;3,56925683332861;3,32428245529769;3,73687436164842;2,47918647354625;12,8882505127404;33878405,2305064;4044072,60852348;455120,815667853;52513,4321591988;6287,57531831842
"387";387;"2020-10-05";70;36;70;5,14;165326,12;3619;"EURECAT";"DAMP";598315228280;1,84509804001426;1,55630250076729;1,84509804001426;0,710963118995276;11,7769300566174;2613282,37030712;314306,07842556;35653,5193922555;4079,78702168391;485,849585179841
"388";388;"2020-10-05";76;26;48;3,71;418605,76;6092;"EURECAT";"DBAL";2550146289920;1,88081359228079;1,41497334797082;1,68124123737559;0,569373909615046;12,406565094584;11184503,4171253;1343398,32337155;151545,108047618;17312,9681099447;2059,13991045002
"389";389;"2020-10-05";37;20;119;2,86;144296,82;1552;"EURECAT";"DBBL";223948664640;1,56820172406699;1,30102999566398;2,07554696139253;0,456366033129043;11,3501484771794;980874,562214109;117639,737393072;13348,9465124921;1514,71657833875;181,531075519463
"390";390;"2020-10-05";26;17;45;2,43;79304,56;21106;"EURECAT";"DFON";1673802043360;1,41497334797082;1,23044892137827;1,65321251377534;0,385606273598312;12,223704093705;7305077,95392501;876590,494748507;100030,09527933;11342,4493195212;1353,24553025491
"391";391;"2020-10-05";6;1;3;0,14;13854,53;537;"EURECAT";"DGAN";7439882610;0,778151250383644;0;0,477121254719662;-0,853871964321762;9,87156608309542;32471,5691613713;3892,69700023294;440,070909271224;50,3738646828775;6,02382293855561
"392";392;"2020-10-05";272;149;378;21,29;78268,34;53279;"EURECAT";"DLLE";4170058886860;2,4345689040342;2,17318626841227;2,57749179983723;1,32817566143832;12,6201421878413;18172255,7626319;2180585,53458675;246721,044206909;28039,3429470525;3370,19535231209
"393";393;"2020-10-05";12;11;24;1,57;54752,61;941;"EURECAT";"DMOB";51522206010;1,07918124604762;1,04139268515823;1,38021124171161;0,195899652409234;10,7119944497993;224626,32658723;26988,7093117565;3064,09249029603;346,046198559577;41,724581634617
"394";394;"2020-10-05";27;14;49;2;90281,05;3640;"EURECAT";"DMOF";328623022000;1,43136376415899;1,14612803567824;1,69019608002851;0,301029995663981;11,51669798508;1437732,27651607;171719,876938836;19560,9246933661;2215,40074367958;266,949208401112
"395";395;"2020-10-05";307;163;425;23,29;150806,84;15781;"EURECAT";"DRUS";2379882742040;2,48713837547719;2,21218760440396;2,62838893005031;1,36716948853468;12,376555559687;10425533,3076967;1248404,29374209;141892,0670566;15992,6271669759;1934,55673267443
"396";396;"2020-10-05";13;4;13;0,57;29548,79;2257;"EURECAT";"DSOL";66691619030;1,11394335230684;0,602059991327962;1,11394335230684;-0,244125144327509;10,8240712606374;291192,698489806;34926,8321484885;3980,95080553697;449,91810949177;54,1472415360304
"397";397;"2020-10-05";290;175;413;25;178481,47;22704;"EURECAT";"DTAR";4052243294880;2,46239799789896;2,24303804868629;2,6159500516564;1,39794000867204;12,607695512318;17708638,8419164;2131393,48350565;240556,311340194;27278,5978806625;3293,9317667477
"398";398;"2020-10-05";302;139;333;19,86;186962,14;5589;"EURECAT";"DTOT";1044931400460;2,48000694295715;2,14301480025409;2,52244423350632;1,29797924415936;12,019087780036;4569537,58225334;546616,071629409;62239,3099865061;7056,46793099996;849,650991062668
"399";399;"2020-10-05";34;21;56;3;91735,47;3197;"EURECAT";"DTRG";293278297590;1,53147891704226;1,32221929473392;1,7481880270062;0,477121254719662;11,4672799266504;1279020,01536732;154800,238688221;17583,9726692191;1985,54253994451;237,778966120418
"400";400;"2020-10-05";7;0;6;0;3169,92;1964;"EURECAT";"DTRP";6225722880;0,845098040014257;0;0,778151250383644;0;9,79418978541727;27191,326248378;3262,76094896246;372,27119344081;42,2561964875154;5,05440510559736
"401";401;"2020-10-05";490;273;762;39;1007135,87;30438;"Virus Entèrics-UB";"DMDV";30655201611060;2,69019608002851;2,43616264704076;2,8819549713396;1,5910646070265;13,4865041767113;135293714,373188;15964280,2984046;1822756,29169463;206393,526531799;24885,0848210501
"402";402;"2020-10-05";103;55;126;7,86;2352034,97;10851;"Virus Entèrics-UB";"DBAY";25521931459470;2,01283722470517;1,74036268949424;2,10037054511756;0,895422546039408;13,4069135380134;111719988,482908;13371740,8030072;1520015,96544193;172905,947384943;20730,1989312192
"403";403;"2020-10-05";738;361;787;51,57;1873189,97;44410;"Virus Entèrics-UB";"DGIR";83188366567700;2,86805636182304;2,55750720190566;2,89597473235906;1,71239713140671;13,9200625968591;365477856,181419;43488198,1191459;4944909,07433094;564030,955988646;67713,7651312038
"404";404;"2020-10-05";326;181;476;25,86;1411339,19;21988;"Virus Entèrics-UB";"DGRA";31032526109720;2,51321760006794;2,25767857486918;2,67760695272049;1,41262852054438;13,491817129463;135928558,235676;16251946,0635222;1858420,90874326;209173,317653154;25153,0157321901
"405";405;"2020-10-05";571;347;793;49,57;1942288,83;54292;"Virus Entèrics-UB";"DMIR";105450745158360;2,75663610824585;2,54032947479087;2,8992731873176;1,69521891890515;14,0230496529899;460533340,645633;55412129,1493232;6307093,75090389;713383,812236122;85315,9350373878
"406";406;"2020-10-05";54;41;91;5,86;198177,36;11549;"Virus Entèrics-UB";"DVEN";2288750330640;1,73239375982297;1,61278385671974;1,95904139232109;0,767897616018091;12,3595984200493;9982222,22886352;1196619,41619635;135438,898120804;15529,250691112;1855,9436197289
"407";407;"2020-10-05";104;71;231;10,14;3105264,82;11208;"Virus Entèrics-UB";"DFIG";34803808102560;2,01703333929878;1,85125834871908;2,36361197989214;1,00603795499732;13,5416267654249;151635024,426165;18358097,307832;2065364,7402645;236667,996778268;28292,5204738457
"408";408;"2020-10-05";49;18;70;2,57;116190,31;15118,16;"Virus Entèrics-UB";"DVDP";1756583697029,6;1,69019608002851;1,25527250510331;1,84509804001426;0,409933123331295;12,2446688477188;7718644,58159956;915023,166234003;104265,010319892;11902,5973107132;1427,95272121788
"409";409;"2020-10-05";2709;1524;3654;217,71;719081,08;216000;"Virus Entèrics-UB";"DPDL";155321513280000;3,43280900503317;3,18298496700358;3,56276854301652;2,3378783778012;14,1912316131768;680887759,800977;81644181,1862883;9202858,67433599;1059314,147822;126108,390325332
"410";410;"2020-10-05";75;34;66;4,86;677403,45;5250,45;"Virus Entèrics-UB";"DBER";3556672944052,5;1,8750612633917;1,53147891704226;1,81954393554187;0,686636269262293;12,5510439312179;15594550,4835788;1855788,34182706;211183,532659844;24203,4581290178;2879,60844084671
"411";411;"2020-10-05";453;250;586;35,71;789614,98;25780;"Virus Entèrics-UB";"DRUB";20356274184400;2,65609820201283;2,39794000867204;2,76789761601809;1,55278985019278;13,3086982918756;88643860,0680731;10612124,778256;1215632,22554305;137507,254776351;16527,5906293979
"412";412;"2020-10-05";76;42;65;6;811013,52;5986;"Virus Entèrics-UB";"DPUI";4854726930720;1,88081359228079;1,6232492903979;1,81291335664286;0,778151250383644;12,6861648066814;21294086,2325767;2534957,05367571;289871,016998888;32973,3146637016;3936,68246002446
"413";413;"2020-10-05";64;45;88;6,43;150341;15798;"Virus Entèrics-UB";"DABR";2375087118000;1,80617997398389;1,65321251377534;1,94448267215017;0,808210972924222;12,3756795441389;10380271,4433062;1242687,9982356;142350,686806846;15994,0405097797;1918,14415628604
"414";414;"2020-10-05";67;33;115;4,71;2953963,29;7459;"Virus Entèrics-UB";"DMRT";22033612180110;1,82607480270083;1,51851393987789;2,06069784035361;0,673020907128896;13,3430857010224;96260202,5455312;11488269,816301;1311403,68338431;149170,100188905;17836,0679524933
"415";415;"2020-10-05";659;367;810;52,43;1822065,81;21284;"Virus Entèrics-UB";"DSRS";38780848700040;2,81888541459401;2,56466606425209;2,90848501887865;1,71957985771372;13,5886173091705;169050490,346605;20335390,6326532;2305589,68881994;261965,078862282;31521,2112819878
