EDAR provincia;EDAR;Data mostreig;Mitjana darrers 7 dies (promig);Nº casos darrers 7 dies (acum);Nº casos darrers 14 dies (acum);Nº casos darrers 7 dies i següents 7 dies;Nº casos dia -7;Nº casos dia -6;Nº casos dia -5;Nº casos dia -4;Nº casos dia -3;Nº casos dia -2;Nº casos dia -1;Nº casos dia 0;Nº casos dia 1;Nº casos dia 2;Nº casos dia 3;Nº casos dia 4;Nº casos dia 5;Nº casos dia 6;Nº casos dia 7;Nº habitants municipis assistits EDAR;ID mostra;Laboratori;Mètode concentració;Data Concentració;Control intern proces/Concentració;Concentració de l'estoc/Concentracio;Volum afegit/Concentració;Data anàlisi molecular;Volum mostra processat;Volum control intern;Volum concentrat;Factor concentració;Volum de concentrat per extracció;Volum extracte RNA;Volum RNA per RT-qPCR;Volum equivalent analitzat;Observacions mostra;Control interno;CI Limit of detection (LDt);CI Limit of detection (LDe);CI Limit of detection (LQe);CI Ct (1)/rep#1;CI Ct (1)/rep#2;CI Ct (1/10)/rep#1;CI Ct (1/10)/rep#2;CI Concentracio final;CI Categoria;CI % Recuperació;N1 Nom diana;N1 Limit of detection (LDt);N1 Limit of detection (LDe);N1 Limit of detection (LQe);N1 Ct (1)/rep#1;N1 Ct (1)/rep#2;N1 Ct (1/10)/rep#1;N1 Ct (1/10)/rep#2;N1 Concentracio final;N1 Categoria;N1 càrrega;N1 spline;N1 tendència concentració;N1 tendència càrrega;N1 tendència spline;N2 Nom diana;N2 Limit of detection (LDt);N2 Limit of detection (LDe);N2 Limit of detection (LQe);N2 Ct (1)/rep#1;N2 Ct (1)/rep#2;N2 Ct (1/10)/rep#1;N2 Ct (1/10)/rep#2;N2 Concentracio final;N2 Categoria;N2 càrrega;N2 spline;N2 tendència concentració;N2 tendència càrrega;N2 tendència spline;IP4 Nom diana;IP4 Limit of detection (LDt);IP4 Limit of detection (LDe);IP4 Limit of detection (LQe);IP4 Ct (1)/rep#1;IP4 Ct (1)/rep#2;IP4 Ct (1/10)/rep#1;IP4 Ct (1/10)/rep#2;IP4 Concentracio final;IP4 Categoria;IP4 càrrega;IP4 spline;IP4 tendència concentració;IP4 tendència càrrega;IP4 tendència spline;E Nom diana;E Limit of detection (LDt);E Limit of detection (LDe);E Limit of detection (LQe);E Ct (1)/rep#1;E Ct (1)/rep#2;E Ct (1/10)/rep#1;E Ct (1/10)/rep#2;E Concentracio final;E Categoria;E càrrega;E spline;E tendència concentració;E tendència càrrega;E tendència spline;Adenovirus humans Nom diana;Adenovirus humans Limit of detection (LDt);Adenovirus humans Limit of detection (LDe);Adenovirus humans Limit of detection (LQe);Adenovirus humans Ct (1)/rep#1;Adenovirus humans Ct (1)/rep#2;Adenovirus humans Ct (1/10)/rep#1;Adenovirus humans Ct (1/10)/rep#2;Adenovirus humans Concentracio final;Adenovirus humans Categoria;Adenovirus humans càrrega;Adenovirus humans spline;Adenovirus humans tendència concentració;Adenovirus humans tendència càrrega;Adenovirus humans tendència spline;Slope;Trend;LowCI;HighCI;PDC;x;y;LLoc presa de mostra;Retorns al punt de mostreig;Tipus mostreig;Mostra integrada de;Tipus mostra integrada;Funcionament correcte mostrejador;Nº ampolles submostra;Freqüència de succió del mostrejador;Inici mostreig;Final mostreig;Cabal influent últimes 24h;Cabal influent últimes 24h calculat;Cabal màxim registrat;Cabal mínim registrat;Aigua residual de font industrial;Temperatura aigua residual entrada;Precipitació registrada últimes 24h;Conductivitat;SST;SSV;NO2;NO3;PO4;NH4;TKN;TP;pH;DQO;DQO filtrada;DBO5;E. coli;Observacions;Mostra enviada;CI Control interno;MS2  Nom diana;MS2  Limit of detection (LDt);MS2  Limit of detection (LDe);MS2  Limit of detection (LQe);MS2  Ct (1)/rep#1;MS2  Ct (1)/rep#2;MS2  Ct (1/10)/rep#1;MS2  Ct (1/10)/rep#2;MS2  Concentracio final;MS2  Categoria; Nom diana; Limit of detection (LDt); Limit of detection (LDe); Limit of detection (LQe); Ct (1)/rep#1; Ct (1)/rep#2; Ct (1/10)/rep#1; Ct (1/10)/rep#2; Concentracio final; Categoria;N1r Nom diana;N1r Limit of detection (LDt);N1r Limit of detection (LDe);N1r Limit of detection (LQe);N1r Ct (1)/rep#1;N1r Ct (1)/rep#2;N1r Ct (1/10)/rep#1;N1r Ct (1/10)/rep#2;N1r Concentracio final;N1r Categoria;N2r Nom diana;N2r Limit of detection (LDt);N2r Limit of detection (LDe);N2r Limit of detection (LQe);N2r Ct (1)/rep#1;N2r Ct (1)/rep#2;N2r Ct (1/10)/rep#1;N2r Ct (1/10)/rep#2;N2r Concentracio final;N2r Categoria
Lleida;DLLE;2021-07-05;31.43;220;266;947;32;32;39;19;41;25;32;75;79;107;96;93;65;83;129;145211;DLLE-2021-07-05;EURECAT;CENTRICON;2021-07-06;MS2;18000000.00;1000.00;2021-07-07;70.00;1000.00;0.23;304.35;230.00;70.00;5.00;5.00;;MS2;200.00;200.00;2000.00;100.00;100.00;31.19;31.61;3927606.40;4.29;1.5274;N1;200.00;200.00;2000.00;34.59;35.50;36.45;36.15;33261.31;2.22;1816899222699.68;2087799557032.00;0,615;0,58297383;0,212857346;N2;200.00;200.00;2000.00;38.16;38.86;38.35;37.69;10641.42;1.73;581287718429.61;1067466859872.88;0,0146;-0,01744751;0,182148144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,136064286;PLATEAU;-0,311798103;0,039669531;-26,89691341;"0; 7; 14";"4.5219; 3.9069; 2.6170";Abans de dessorrador/desgreixador;FALSE;Automàtic;;Composta en relació al cabal (diferent volum per ampolla);1;24;20 min;2021-07-05;2021-07-06;54625.00;54625;2901.00;1646.00;0.00;22.55;0.00;724.00;176.00;0.00;0.05;0.31;0.00;13.70;35.15;3.97;7.51;241.00;0.00;155.00;1125000.00;"E. coli expresada en NMP/100 mL; TKN estimado. Incremento caudal de agua por infiltración de aguas de riego.  ";TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Girona;DLDM;2021-07-05;19.43;136;155;614;6;9;13;26;24;23;35;50;53;62;65;61;47;50;90;38373;DLDM-2021-07-05;UB_Girones;ultrafiltració;2021-07-06;MS2;0.00;1000.00;2021-07-07;80.00;800.00;0.30;266.67;140.00;70.00;5.00;2.67;;;;;;;;;;;;;N1;375.00;1901.25;3622.50;33.94;33.46;37.05;37.21;1111362.81;3.47;13158535633887.63;9018106610030.88;1,6623;1,755625306;0,404348386;N2;375.00;1631.25;3540.00;32.82;32.95;35.74;36.84;659526.29;3.25;7808791241681.60;5221734810025.50;2,2702;2,629448401;0,385728139;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,074225;PLATEAU;-0,236483895;0,088033895;-15,71020453;"0; 14; 28";"6.0459; 4.3836; 3.9676";Després de dessorrador/desgreixador;TRUE;Automàtic;24h;;1;24;1 h;2021-07-05;2021-07-06;11840.00;11840;898.00;57.00;0.00;0.00;0.00;1456.00;327.00;0.00;0.00;0.00;0.00;45.00;56.00;8.50;7.50;813.00;0.00;491.00;5400000.00;;TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Barcelona;DIGU;2021-07-05;25.57;179;215;526;26;21;30;32;41;10;19;58;50;56;50;53;17;20;43;66048;DIGU-2021-07-05;UB_Girones;ultrafiltració;2021-07-06;MS2;0.00;1000.00;2021-07-07;80.00;800.00;0.30;266.67;140.00;70.00;5.00;2.67;;;;;;;;;;;;;N1;375.00;1901.25;3622.50;36.40;35.73;100.00;38.62;219200.00;2.77;2654512001884.54;1231193204411.50;0,7839;0,682081749;0,149885394;N2;375.00;1631.25;3540.00;35.02;36.25;100.00;36.79;164808.77;2.64;1995834261392.52;878175295004.94;1,48;1,378148971;0,199722244;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,197628571;PLATEAU;-0,509830152;0,114573009;-36,55879424;"0; 7; 14";"5.3408; 4.5569; 2.5740";Abans de dessorrador/desgreixador;FALSE;Automàtic;24h;;1;24;30 min;2021-07-05;2021-07-06;12110.00;12110;0.00;0.00;0.00;0.00;0.00;3980.00;666.00;0.00;0.03;0.50;0.00;31.00;57.00;12.00;8.30;910.00;0.00;340.00;0.00;;TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Barcelona;DGVC;2021-07-05;209.57;1467;1759;4048;161;205;287;286;292;124;112;403;370;434;322;342;165;153;392;297427;DGVC-2021-07-05;UB_Girones;ultrafiltració;2021-07-06;MS2;0.00;1000.00;2021-07-07;80.00;800.00;0.32;253.97;140.00;70.00;5.00;2.54;;;;;;;;;;;;;N1;393.75;1996.31;3803.63;32.82;33.07;100.00;36.03;1561288.48;3.60;55869146907970.20;23576727755615.00;0,7413;0,745445965;0,095484731;N2;393.75;1712.81;3717.00;31.94;31.83;34.99;35.17;1429833.51;3.56;51165162460921.55;19479133021174.75;1,1563;1,160423787;0,109006295;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,127807143;DECREASE;-0,207667214;-0,047947072;-25,49372395;"0; 7; 14";"6.1935; 5.4522; 4.4042";Abans de dessorrador/desgreixador;FALSE;Automàtic;24h;;1;24;;2021-07-05;2021-07-06;35784.00;35784;2700.00;1100.00;0.00;0.00;0.00;0.00;358.00;0.00;0.00;0.00;0.00;58.90;0.00;6.70;7.70;495.00;0.00;379.00;0.00;;TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Barcelona;DGRA;2021-07-05;63.86;447;505;1262;39;55;88;90;94;46;35;125;143;112;85;90;56;45;159;97996;DGRA-2021-07-05;Virus Enterics-UB;Al(Oh)3;2021-07-05;TGEV;138000000.00;10.00;2021-07-06;200.00;10.00;2.30;86.96;150.00;100.00;5.00;0.65;;TGEV;1533.33;1533.33;0.00;21.74;21.03;25.16;25.56;1472547.18;2.98;21.3413;N1;1533.33;47533.33;43623.33;31.57;32.00;35.49;34.54;487928.22;2.50;9957639163760.86;17086121018292.00;0,3804;0,373681995;0,716710269;;;;;;;;;;;;;;;;IP4;1533.33;125733.33;67451.33;32.91;32.06;35.86;35.89;274600.47;2.25;5604046462887.53;9909440874056.00;2,1755;2,168786709;0,979915079;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,066632653;PLATEAU;-0,282409959;0,149144653;-14,22369247;"0; 14; 21";"5.6884; 5.3080; 4.1510";Altres;FALSE;Automàtic;24h;;1;24;20 min;2021-07-05;2021-07-06;20408.00;20408;1513.00;443.00;0.00;0.00;0.00;0.00;746.00;0.00;0.30;0.70;0.00;28.90;55.70;17.80;7.80;849.00;0.00;350.00;5480000.00;Ntotal = 56,4 ppm;TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Girona;DGIR;2021-07-05;87.86;615;726;1645;77;82;103;136;95;69;53;116;157;144;139;154;85;79;156;153162;DGIR-2021-07-05;Virus Enterics-UB;Al(Oh)3;2021-07-05;TGEV;138000000.00;10.00;2021-07-06;200.00;10.00;1.90;105.26;150.00;100.00;5.00;0.79;;TGEV;1266.67;1266.67;0.00;20.96;20.30;24.67;24.13;2094779.44;3.22;30.3591;N1;1266.67;39266.67;36036.67;30.19;30.66;34.05;34.43;826639.38;2.81;33942639416033.15;123275550407843.00;-0,9931;-0,989282075;-0,033540819;;;;;;;;;;;;;;;;IP4;1266.67;103866.67;55720.67;32.10;31.42;34.78;35.71;365099.76;2.46;14991361047750.25;32124687704648.00;-0,3962;-0,392325439;0,130750479;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,050792857;PLATEAU;-0,753129241;0,651543526;-11,0374664;"0; 7; 14";"5.9173; 6.9104; 5.2062";Abans de dessorrador/desgreixador;FALSE;Automàtic;24h;Composta en relació al cabal (diferent volum per ampolla);1;24;10;2021-07-05;2021-07-06;41061.00;41061;2035.00;1092.00;10.00;21.00;0.00;0.00;348.00;302.00;0.00;3.47;18.00;47.50;49.00;5.87;7.40;581.00;317.00;340.00;0.00;;TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Girona;DFIG;2021-07-05;8.43;59;71;234;10;5;9;8;11;6;10;15;16;21;28;33;9;17;36;52048;DFIG-2021-07-05;Virus Enterics-UB;Al(Oh)3;2021-07-05;TGEV;138000000.00;10.00;2021-07-06;200.00;10.00;2.40;83.33;150.00;100.00;5.00;0.63;;TGEV;1600.00;1600.00;0.00;21.94;23.57;25.39;25.22;1089923.44;2.83;15.7960;N1;1600.00;49600.00;45520.00;32.59;31.64;34.70;35.12;477534.04;2.47;5797740736358.67;7707173770045.00;1,1142;1,119942593;0,950782969;;;;;;;;;;;;;;;;IP4;1600.00;131200.00;70384.00;34.61;35.77;41.78;37.91;43182.45;1.43;524278167752.02;1200579360656.00;0;0,461203511;1,050697759;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,059414286;PLATEAU;-0,16971336;0,050884788;-12,78609865;"0; 14; 21";"5.6790; 4.5648; 4.5019";Després de dessorrador/desgreixador;FALSE;Automàtic;24h;Composta en relació al cabal (diferent volum per ampolla);1;24;;2021-07-05;2021-07-06;12141.00;12141;871.00;114.00;15.00;24.90;0.00;0.00;1240.00;54.60;0.01;0.20;9.81;66.40;83.50;18.70;7.64;1064.00;254.00;560.00;1830000.00;;TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lleida;DCER;2021-07-05;0.57;4;6;32;1;1;0;0;2;0;0;1;1;5;5;3;2;2;9;9180;DCER-2021-07-05;EURECAT;CENTRICON;2021-07-06;MS2;18000000.00;1000.00;2021-07-07;70.00;1000.00;1.80;38.89;250.00;70.00;5.00;0.69;;MS2;1440.00;1440.00;14400.00;100.00;100.00;28.20;28.40;200671785.95;5.14;78.0390;N1;1440.00;1440.00;14400.00;37.17;37.93;100.00;100.00;10180.32;0.85;13509284723.91;39879700616.37;1,8574;1,559156451;NaN;N2;1440.00;1440.00;14400.00;100.00;100.00;100.00;40.23;8080.15;0.75;10722358402.33;6786952436.68;1,8574;1,458814416;0,470671841;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,038978571;PLATEAU;-0,341311562;0,263354419;-8,584165406;"0; 14; 28";"4.0078; 2.3010; 2.9164";Després de dessorrador/desgreixador;FALSE;Automàtic;24h;;1;24;1 h;2021-07-05;2021-07-06;1327.00;1327;0.00;0.00;0.00;22.00;0.00;50.00;280.00;276.00;0.03;1.50;13.00;52.00;70.00;13.00;7.70;579.00;162.00;340.00;8700000.00;L'aigua de les Industries de Cervera està connectada a la xarxa de clavegueram del municipi i desemboca a la EDAR;FALSE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Barcelona;DBSS;2021-07-05;1723.14;12062;15140;32862;1430;1755;2368;2177;2154;1270;908;2886;3068;3140;2888;2647;1558;1144;3469;2177393;DBSS-2021-07-05;UB_Girones;ultrafiltració;2021-07-06;MS2;0.00;1000.00;2021-07-07;80.00;800.00;0.30;266.67;140.00;70.00;5.00;2.67;;;;;;;;;;;;;N1;375.00;1901.25;3622.50;33.40;33.43;37.22;36.69;1296579.71;3.54;405721832133749.25;200279855391744.00;0,5157;0,535920142;0,109396484;N2;375.00;1631.25;3540.00;32.99;33.34;36.46;38.45;443868.98;3.07;138894149583869.72;72806654295952.00;0,5704;0,590640809;0,133012314;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,112814286;PLATEAU;-0,25550525;0,029876679;-22,87668044;"0; 7; 14";"6.1128; 5.5971; 4.5334";Després de dessorrador/desgreixador;TRUE;Automàtic;24h;;1;24;;2021-07-05;2021-07-06;312917.00;312917;19800.00;5184.00;0.00;24.00;0.00;2980.00;445.00;0.00;0.22;0.71;0.00;49.50;0.00;16.80;7.61;954.00;42.00;287.00;0.00;El tomamostres integra la mostra proporcionalment al cabal però en un sol pot (no 24 ampolles), la freqüència de succió és variable hora a hora (en funció del cabal).;TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Barcelona;DBER;2021-07-05;6.00;42;45;92;5;6;10;7;5;6;3;7;5;9;10;5;2;1;11;16494;DBER-2021-07-05;Virus Enterics-UB;Al(Oh)3;2021-07-05;TGEV;138000000.00;10.00;2021-07-06;200.00;10.00;2.10;95.24;150.00;100.00;5.00;0.71;;TGEV;1400.00;1400.00;0.00;20.82;20.28;24.19;23.50;2849542.42;3.31;41.2977;N1;1400.00;43400.00;39830.00;33.64;33.72;37.07;36.45;126397.49;1.96;499142442021.77;775805130840.00;0,5289;0,488494493;0,304234932;;;;;;;;;;;;;;;;IP4;1400.00;114800.00;61586.00;35.47;35.25;41.78;36.99;47596.96;1.53;187959921265.19;574012235017.25;0;0,655560855;0,458429329;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,091978571;DECREASE;-0,151841076;-0,032116067;-19,08641781;"0; 7; 14";"5.1017; 4.5728; 3.8140";Després de dessorrador/desgreixador;TRUE;Automàtic;24h;;1;24;20 min;2021-07-05;2021-07-06;3948.99;3948,99;216.32;99.58;10.00;20.00;0.00;1226.00;144.00;0.00;0.00;0.00;0.00;26.14;33.12;6.19;6.73;320.00;0.00;0.00;0.00;;FALSE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lleida;DBBL;2021-07-05;1.14;8;8;23;1;4;0;1;1;0;1;1;0;2;3;2;0;1;6;6087;DBBL-2021-07-05;EURECAT;CENTRICON;2021-07-06;MS2;18000000.00;1000.00;2021-07-07;70.00;1000.00;0.23;304.35;230.00;70.00;5.00;5.00;;MS2;200.00;200.00;2000.00;100.00;100.00;100.00;100.00;200.00;0.00;0.0001;N1;200.00;200.00;2000.00;100.00;100.00;100.00;100.00;200.00;0.00;711200000.00;94383678696.59;0;0,132163462;NaN;N2;200.00;200.00;2000.00;100.00;100.00;100.00;100.00;200.00;0.00;711200000.00;346044975.38;0;0,132163462;NaN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-4,83362E-17;PLATEAU;-6,66624E-16;7,77646E-16;2,22045E-14;"0; 14; 28";"2.3010; 2.3010; 2.3010";Després de dessorrador/desgreixador;FALSE;Automàtic;24h;;1;24;20 min;2021-07-05;2021-07-06;3556.00;3556;0.00;0.00;0.00;21.10;0.00;2160.00;19.00;0.00;0.00;0.21;0.00;16.20;27.99;3.11;7.69;222.00;0.00;100.00;0.00;;FALSE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Girona;DBAY;2021-07-05;13.57;95;121;220;23;18;11;15;10;8;10;16;16;17;18;24;10;5;19;27959;DBAY-2021-07-05;Virus Enterics-UB;Al(Oh)3;2021-07-05;TGEV;138000000.00;10.00;2021-07-06;200.00;10.00;2.30;86.96;150.00;100.00;5.00;0.65;;TGEV;1533.33;1533.33;0.00;21.28;21.56;24.98;25.31;1529587.58;3.00;22.1679;N1;1533.33;47533.33;43623.33;33.92;33.11;36.24;35.53;212224.67;2.14;2816857988394.45;2424652819710.26;0,6315;0,677143686;0,269852049;;;;;;;;;;;;;;;;IP4;1533.33;125733.33;67451.33;36.67;35.98;40.34;41.78;14740.77;0.98;195654263458.04;1064635991761.56;0;-0,279890971;0,367787553;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,094285714;DECREASE;-0,109127658;-0,079443771;-19,51512281;"0; 7; 14";"5.3268; 4.6953; 4.0068";Abans de dessorrador/desgreixador;FALSE;Automàtic;24h;;1;24;20 min;2021-07-05;2021-07-06;13273.00;13273;637.00;419.00;15.00;26.70;0.00;2700.00;2054.00;614.00;0.12;0.40;0.00;46.65;78.15;3.85;8.11;518.00;261.00;370.00;0.00;"MES: 153
Sulfats: 544";TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lleida;DBAL;2021-07-05;4.43;31;37;130;4;4;4;4;6;5;4;8;13;6;7;9;19;9;28;19038;DBAL-2021-07-05;EURECAT;CENTRICON;2021-07-06;MS2;18000000.00;1000.00;2021-07-07;70.00;1000.00;0.24;291.67;240.00;70.00;5.00;5.00;;MS2;200.00;200.00;2000.00;100.00;100.00;29.20;29.30;15233198.06;4.88;5.9240;N1;200.00;200.00;2000.00;36.18;36.92;36.82;36.59;24906.69;2.10;217012011015.67;282287580756.13;2,0953;2,16388084;0,333627973;N2;200.00;200.00;2000.00;100.00;100.00;40.21;43.13;1159.24;0.76;10100468730.01;74663034203.97;0,6542;0,485982541;0,335779831;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,071671429;PLATEAU;-0,901570409;0,758227552;-15,21313618;"0; 7; 14";"4.3963; 2.3010; 3.3929";Després de dessorrador/desgreixador;FALSE;Automàtic;24h;;1;24;1 h;2021-07-05;2021-07-06;8713.00;8713;0.00;0.00;0.00;0.00;0.00;820.00;160.00;0.00;0.00;0.10;0.00;28.30;45.40;4.60;7.44;240.00;0.00;160.00;0.00;;FALSE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tarragona;DAMP;2021-07-05;2.86;20;26;95;5;5;3;2;2;2;1;5;6;13;11;8;6;8;18;20738;DAMP-2021-07-05;EURECAT;CENTRICON;2021-07-06;MS2;18000000.00;1000.00;2021-07-07;70.00;1000.00;0.26;269.23;250.00;70.00;5.00;4.81;;MS2;208.00;208.00;2080.00;100.00;100.00;30.60;30.70;6518527.42;4.50;2.5350;N1;208.00;208.00;2080.00;37.74;100.00;38.39;100.00;4016.17;1.29;14578704825.65;49153161981.50;0,0132;0,004079098;0,571874271;N2;208.00;208.00;2080.00;100.00;100.00;100.00;39.38;2086.84;1.00;7575236574.94;39024422915.37;-0,9104;-0,919534748;0,463805501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,093057143;PLATEAU;-0,42541252;0,239298235;-19,28711758;"0; 7; 14";"3.6038; 3.5906; 2.3010";Abans de dessorrador/desgreixador;FALSE;Automàtic;24h;;1;24;20 min;2021-07-05;2021-07-06;3630.00;3630;444.00;102.00;0.00;24.00;0.00;2517.00;253.00;0.00;0.12;0.55;0.00;36.30;0.00;9.08;7.40;379.00;0.00;280.00;0.00;el mostrejador està a l'E.B, a 2,5 km abans de l'edar.;TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;DALC;2021-07-05;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;DALC-2021-07-05;EURECAT;CENTRICON;2021-07-06;MS2;18000000.00;1000.00;2021-07-07;70.00;1000.00;0.26;269.23;250.00;70.00;5.00;4.81;;MS2;208.00;208.00;2080.00;100.00;100.00;31.10;31.20;4746882.16;4.36;1.8460;N1;208.00;208.00;2080.00;36.34;100.00;37.24;36.07;29078.67;2.15;14074075841.88;;2,1626;2,087722047;NaN;N2;208.00;208.00;2080.00;100.00;100.00;41.06;44.11;683.29;0.52;330710539.67;;1,0171;0,458750196;NaN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Altres;FALSE;Manual;5h;;1;24;;2021-07-05;2021-07-05;484.00;484;184.00;108.00;0.00;0.00;0.00;0.00;190.00;0.00;0.00;0.00;0.00;53.00;0.00;0.00;0.00;448.00;0.00;0.00;0.00;;TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;DAIT;2021-07-05;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;DAIT-2021-07-05;EURECAT;CENTRICON;2021-07-06;MS2;18000000.00;1000.00;2021-07-07;70.00;1000.00;0.22;318.18;220.00;70.00;5.00;5.00;;MS2;200.00;200.00;2000.00;100.00;100.00;29.25;28.30;21520321.72;5.03;8.3690;N1;200.00;200.00;2000.00;100.00;100.00;100.00;100.00;200.00;0.00;71600000.00;;0;0,018588907;NaN;N2;200.00;200.00;2000.00;44.08;100.00;100.00;100.00;200.00;0.00;71600000.00;;0;0,018588907;NaN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Altres;FALSE;Manual;5h;;1;24;;2021-07-05;2021-07-05;358.00;358;88.00;56.00;0.00;0.00;0.00;0.00;75.00;0.00;0.00;0.00;0.00;9.60;0.00;0.00;0.00;110.00;0.00;0.00;0.00;;TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Barcelona;DABR;2021-07-05;20.14;141;163;508;19;21;23;25;23;16;14;46;44;74;60;51;39;17;36;65160;DABR-2021-07-05;Virus Enterics-UB;Al(Oh)3;2021-07-05;TGEV;138000000.00;10.00;2021-07-06;200.00;10.00;2.00;100.00;150.00;100.00;5.00;0.75;;TGEV;1333.33;1333.33;0.00;23.30;22.79;26.20;26.66;529061.35;2.60;7.6676;N1;1333.33;41333.33;37933.33;32.57;32.68;35.47;35.40;271783.77;2.31;4627118730641.84;4865092517666.00;0,252;0,252978545;0,222492227;;;;;;;;;;;;;;;;IP4;1333.33;109333.33;58653.33;41.78;41.17;100.00;100.00;1333.33;0.00;22700000000.00;287928224377.50;0;-0,1293889;0,661726328;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,103057143;PLATEAU;-0,347506554;0,141392268;-21,12436708;"0; 7; 14";"5.4342; 5.1822; 3.9914";Abans de dessorrador/desgreixador;TRUE;Automàtic;24h;;1;24;20 min;2021-07-05;2021-07-06;17025.00;17025;1052.00;475.00;20.00;24.80;0.00;2000.00;287.00;0.00;0.06;0.73;0.00;18.90;0.00;6.64;8.19;512.00;165.00;0.00;0.00;"El mostrejador s'ha refrigerat mitjançant plaques de gel, però tot hi canviar-les abans de plegar no s'ha pogut mantenir la T a 4ºC.
No es tenen ampolles de submostres, tota la mostra que es recull va a parar al mateix envàs.
La programació de mostreig és de 50ml cada 20min per obtenir la mostra integrada que es demanava, cal tenir en compte que el cabal d'entrada a l'EDAR és molt constant.
El registre de la precipitació de les últimes 24 hores s'agafa amb pluviòmetre.";TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;CP;;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;CP-2021-07-05;UB_Girones;ultrafiltració;2021-07-06;MS2;0.00;1000.00;2021-06-30;80.00;800.00;0.30;266.67;140.00;70.00;5.00;2.67;;;;;;;;;;;;;N1;375.00;1901.25;3622.50;100.00;100.00;100.00;100.00;375.00;0.00;NaN;;0;NaN;NaN;N2;375.00;1631.25;3540.00;100.00;100.00;100.00;100.00;375.00;0.00;NaN;;0;NaN;NaN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;NaN;NaN;NaN;NaN;NaN;NaN;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
